#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2019-03-19
1-1	1-2	¶	_	_	_	_	_	_	_	*[3]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2019	2019-W12-2[1]	_	_	_	_	_	_	*[3]	*[13]	Date[25]	*[25]	Day[25]	*[25]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2019-W12-2[1]	_	_	_	_	_	_	*[3]	*[13]	Date[25]	*[25]	Day[25]	*[25]	_	_	_	_	_	_	_	_	_	
1-4	7-9	03	2019-W12-2[1]	_	_	_	_	_	_	*[3]	*[13]	Date[25]	*[25]	Day[25]	*[25]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2019-W12-2[1]	_	_	_	_	_	_	*[3]	*[13]	Date[25]	*[25]	Day[25]	*[25]	_	_	_	_	_	_	_	_	_	
1-6	10-12	19	2019-W12-2[1]	_	_	_	_	_	_	*[3]	*[13]	Date[25]	*[25]	Day[25]	*[25]	_	_	_	_	_	_	_	_	_	

#Text=¶В Миассе полностью снят карантин по ОРВИ и гриппу
2-1	16-17	¶	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-18	В	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	19-25	Миассе	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	26-35	полностью	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	36-40	снят	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	41-49	карантин	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-7	50-52	по	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-8	53-57	ОРВИ	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-9	58-59	и	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-10	60-66	гриппу	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Ситуация с заболеваемостью ОРВИ и гриппом в Челябинской области и в Миасском городском округе признана неэпидемической.
3-1	70-71	¶	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-2	71-79	Ситуация	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-3	80-81	с	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
