#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2012-08-15
1-1	1-2	¶	_	_	_	_	_	_	_	*[3]	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2012	2012-W33-3[1]	_	_	_	_	_	_	*[3]	*[10]	Date[18]	*[18]	Day[18]	2012-08-15[18]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2012-W33-3[1]	_	_	_	_	_	_	*[3]	*[10]	Date[18]	*[18]	Day[18]	2012-08-15[18]	_	_	_	_	_	_	_	_	_	
1-4	7-9	08	2012-W33-3[1]	_	_	_	_	_	_	*[3]	*[10]	Date[18]	*[18]	Day[18]	2012-08-15[18]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2012-W33-3[1]	_	_	_	_	_	_	*[3]	*[10]	Date[18]	*[18]	Day[18]	2012-08-15[18]	_	_	_	_	_	_	_	_	_	
1-6	10-12	15	2012-W33-3[1]	_	_	_	_	_	_	*[3]	*[10]	Date[18]	*[18]	Day[18]	2012-08-15[18]	_	_	_	_	_	_	_	_	_	

#Text=¶В Северной Осетии готовятся к проведению дней памяти жертв теракта в Беслане
2-1	16-17	¶	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-18	В	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	19-27	Северной	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	28-34	Осетии	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	35-44	готовятся	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	45-46	к	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-7	47-57	проведению	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-8	58-62	дней	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-9	63-69	памяти	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-10	70-75	жертв	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-11	76-83	теракта	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-12	84-85	в	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-13	86-93	Беслане	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Во Владикавказе состоялась заседание комиссии по проведению дней памяти жертв террористического акта 1-3 сентября 2004 года школе № 1 города Беслана.
3-1	97-98	¶	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-2	98-100	Во	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-3	101-113	Владикавказе	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-4	114-124	состоялась	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-5	125-134	заседание	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-6	135-143	комиссии	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-7	144-146	по	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-8	147-157	проведению	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-9	158-162	дней	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-10	163-169	памяти	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-11	170-175	жертв	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-12	176-193	террористического	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-13	194-198	акта	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-14	199-200	1	_	*	Day	DA	8	1	*	*[5]	*[12]	*	*	Day	????-??-??	*	*	*	SpecialEllips	*	*	*	*	3-16[19_0]	
3-15	200-201	-	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-16	201-202	3	_	*	Day	-	-	3	*	*[5]	*[12]	Date[19]	*[19]	Day[19]	2004-09-03[19]	_	_	_	_	_	_	_	_	_	
3-17	203-211	сентября	_	*	MonthName	-	-	09	*	*[5]	*[12]	Date[19]	*[19]	Day[19]	2004-09-03[19]	_	_	_	_	_	_	_	_	_	
3-18	212-216	2004	_	*[2]	Year[2]	-[2]	-[2]	2004[2]	*[2]	*[5]	*[12]	Date[19]	*[19]	Day[19]	2004-09-03[19]	_	_	_	_	_	_	_	_	_	
3-19	217-221	года	_	*[2]	Year[2]	-[2]	-[2]	2004[2]	*[2]	*[5]	*[12]	Date[19]	*[19]	Day[19]	2004-09-03[19]	_	_	_	_	_	_	_	_	_	
3-20	222-227	школе	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-21	228-229	№	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-22	230-231	1	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-23	232-238	города	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-24	239-246	Беслана	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-25	246-247	.	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Как сообщает 15 августа корреспондент ИА REGNUM, под председательством вице-премьера правительства Сергея Таболова, обсуждены вопросы обеспечения безопасности во время проведения мероприятий, приуроченных к восьмой годовщине бесланской трагедии.
4-1	248-251	Как	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-2	252-260	сообщает	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-3	261-263	15	_	*	Day	-	-	15	*	*[5]	*[13]	Date[20]	*[20]	Day[20]	2012-08-15[20]	_	_	_	_	_	_	_	_	_	
4-4	264-271	августа	_	*	MonthName	DA	4	08	*	*[5]	*[13]	Date[20]	*[20]	Day[20]	2012-08-15[20]	_	_	_	_	_	_	_	_	_	
4-5	272-285	корреспондент	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-6	286-288	ИА	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-7	289-295	REGNUM	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-8	295-296	,	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-9	297-300	под	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-10	301-318	председательством	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-11	319-332	вице-премьера	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
