#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2017-05-26
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
1-2	2-6	2017	2017-W21-5[1]	_	_	_	_	_	_	_	*[8]	*[16]	Date[31]	*[31]	Day[31]	2017-05-26[31]	
1-3	6-7	-	2017-W21-5[1]	_	_	_	_	_	_	_	*[8]	*[16]	Date[31]	*[31]	Day[31]	2017-05-26[31]	
1-4	7-9	05	2017-W21-5[1]	_	_	_	_	_	_	_	*[8]	*[16]	Date[31]	*[31]	Day[31]	2017-05-26[31]	
1-5	9-10	-	2017-W21-5[1]	_	_	_	_	_	_	_	*[8]	*[16]	Date[31]	*[31]	Day[31]	2017-05-26[31]	
1-6	10-12	26	2017-W21-5[1]	_	_	_	_	_	_	_	*[8]	*[16]	Date[31]	*[31]	Day[31]	2017-05-26[31]	

#Text=¶Цукерберг получил диплом Гарварда через 12 лет после того, как бросил вуз
2-1	18-19	¶	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-2	19-28	Цукерберг	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-3	29-36	получил	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-4	37-43	диплом	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-5	44-52	Гарварда	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-6	53-58	через	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-7	59-61	12	_	P12Y[2]	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-8	62-65	лет	_	P12Y[2]	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-9	66-71	после	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-10	72-76	того	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-11	76-77	,	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-12	78-81	как	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-13	82-88	бросил	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
2-14	89-92	вуз	_	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	

#Text=¶Основатель Facebook выполнил обещание получить ученую степень, которое дал своей маме
3-1	94-95	¶	_	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
3-2	95-105	Основатель	_	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
3-3	106-114	Facebook	_	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
3-4	115-123	выполнил	_	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
3-5	124-132	обещание	_	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
3-6	133-141	получить	_	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
3-7	142-148	ученую	_	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
