#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2012-07-31
1-1	1-2	¶	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
1-2	2-6	2012	2012-W31-2[1]	_	_	_	_	_	_	*[3]	*[8]	Date[17]	*[17]	Day[17]	2012-07-31[17]	
1-3	6-7	-	2012-W31-2[1]	_	_	_	_	_	_	*[3]	*[8]	Date[17]	*[17]	Day[17]	2012-07-31[17]	
1-4	7-9	07	2012-W31-2[1]	_	_	_	_	_	_	*[3]	*[8]	Date[17]	*[17]	Day[17]	2012-07-31[17]	
1-5	9-10	-	2012-W31-2[1]	_	_	_	_	_	_	*[3]	*[8]	Date[17]	*[17]	Day[17]	2012-07-31[17]	
1-6	10-12	31	2012-W31-2[1]	_	_	_	_	_	_	*[3]	*[8]	Date[17]	*[17]	Day[17]	2012-07-31[17]	

#Text=¶В Хабаровске появился доступ к ресурсам Президентской библиотеки им. Ельцина
2-1	16-17	¶	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-2	17-18	В	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-3	19-29	Хабаровске	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-4	30-38	появился	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-5	39-45	доступ	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-6	46-47	к	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-7	48-56	ресурсам	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-8	57-70	Президентской	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-9	71-81	библиотеки	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-10	82-84	им	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-11	84-85	.	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	
2-12	86-93	Ельцина	_	_	_	_	_	_	_	*[4]	*[9]	_	_	_	_	

#Text=¶В Хабаровске на базе Дальневосточной государственной научной библиотеки, расположенной в здании-памятнике "Дом доходный Н. И. Кузьминского" 1908 года постройки, открылся региональный центр с доступом к ресурсам Президентской библиотеки имени Б. Н. Ельцина.
3-1	97-98	¶	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-2	98-99	В	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-3	100-110	Хабаровске	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-4	111-113	на	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-5	114-118	базе	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-6	119-134	Дальневосточной	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-7	135-150	государственной	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-8	151-158	научной	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-9	159-169	библиотеки	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-10	169-170	,	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-11	171-184	расположенной	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-12	185-186	в	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-13	187-203	здании-памятнике	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-14	204-205	"	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-15	205-208	Дом	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-16	209-217	доходный	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-17	218-219	Н	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-18	219-220	.	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-19	221-222	И	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-20	222-223	.	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-21	224-236	Кузьминского	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-22	236-237	"	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-23	238-242	1908	_	*[2]	Year[2]	-[2]	-[2]	1908[2]	*[2]	*[5]	*[10]	Date[18]	*[18]	Year[18]	1908[18]	
3-24	243-247	года	_	*[2]	Year[2]	-[2]	-[2]	1908[2]	*[2]	*[5]	*[10]	Date[18]	*[18]	Year[18]	1908[18]	
3-25	248-257	постройки	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
3-26	257-258	,	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	
