#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2020-08-26
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	
1-2	2-6	2020	2020-W35-3[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[24]	*[24]	Day[24]	2020-08-26[24]	
1-3	6-7	-	2020-W35-3[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[24]	*[24]	Day[24]	2020-08-26[24]	
1-4	7-9	08	2020-W35-3[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[24]	*[24]	Day[24]	2020-08-26[24]	
1-5	9-10	-	2020-W35-3[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[24]	*[24]	Day[24]	2020-08-26[24]	
1-6	10-12	26	2020-W35-3[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[24]	*[24]	Day[24]	2020-08-26[24]	

#Text=¶Виктор Гришин покинул пост ректора РЭУ имени Г. В. Плеханова
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-2	17-23	Виктор	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-3	24-30	Гришин	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-4	31-38	покинул	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-5	39-43	пост	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-6	44-51	ректора	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-7	52-55	РЭУ	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-8	56-61	имени	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-9	62-63	Г	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-10	63-64	.	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-11	65-66	В	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-12	66-67	.	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-13	68-77	Плеханова	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	

#Text=¶Ректор Российского экономического университета имени Г. В. Плеханова Виктор Гришин покинул свой пост.
3-1	81-82	¶	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-2	82-88	Ректор	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-3	89-100	Российского	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-4	101-115	экономического	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-5	116-128	университета	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-6	129-134	имени	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-7	135-136	Г	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-8	136-137	.	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-9	138-139	В	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-10	139-140	.	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-11	141-150	Плеханова	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-12	151-157	Виктор	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-13	158-164	Гришин	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-14	165-172	покинул	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-15	173-177	свой	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-16	178-182	пост	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-17	182-183	.	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	

#Text=Его слова передает ТАСС.
4-1	184-187	Его	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
4-2	188-193	слова	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
4-3	194-202	передает	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
4-4	203-207	ТАСС	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
4-5	207-208	.	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	

#Text=¶«Да, действительно, я уволился», — подтвердил он, уточнив, что сделал это по собственному желанию.
