#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2016-12-07
1-1	1-2	¶	_	_	_	_	_	_	_	*[3]	*[11]	_	_	_	_	
1-2	2-6	2016	2016-W49-3[1]	_	_	_	_	_	_	*[3]	*[11]	Date[23]	*[23]	Day[23]	2016-12-07[23]	
1-3	6-7	-	2016-W49-3[1]	_	_	_	_	_	_	*[3]	*[11]	Date[23]	*[23]	Day[23]	2016-12-07[23]	
1-4	7-9	12	2016-W49-3[1]	_	_	_	_	_	_	*[3]	*[11]	Date[23]	*[23]	Day[23]	2016-12-07[23]	
1-5	9-10	-	2016-W49-3[1]	_	_	_	_	_	_	*[3]	*[11]	Date[23]	*[23]	Day[23]	2016-12-07[23]	
1-6	10-12	07	2016-W49-3[1]	_	_	_	_	_	_	*[3]	*[11]	Date[23]	*[23]	Day[23]	2016-12-07[23]	

#Text=¶Кадыров рассказал о жизни после операции
2-1	16-17	¶	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	
2-2	17-24	Кадыров	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	
2-3	25-34	рассказал	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	
2-4	35-36	о	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	
2-5	37-42	жизни	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	
2-6	43-48	после	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	
2-7	49-57	операции	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	

#Text=¶Глава Чечни Рамзан Кадыров рассказал в Instagram, что операция, которую ему сделали в связи с полученными на тренировке травмами, прошла нормально, сам он чувствует себя хорошо.
3-1	61-62	¶	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-2	62-67	Глава	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-3	68-73	Чечни	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-4	74-80	Рамзан	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-5	81-88	Кадыров	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-6	89-98	рассказал	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-7	99-100	в	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-8	101-110	Instagram	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-9	110-111	,	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
3-10	112-115	что	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
