#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2016-05-20
1-1	0-1	¶	_	_	_	_	_	_	_	*[2]	*[6]	_	_	_	_	
1-2	1-5	2016	2016-W20-5[1]	_	_	_	_	_	_	*[2]	*[6]	Date[14]	*[14]	Day[14]	2016-05-20[14]	
1-3	5-6	-	2016-W20-5[1]	_	_	_	_	_	_	*[2]	*[6]	Date[14]	*[14]	Day[14]	2016-05-20[14]	
1-4	6-8	05	2016-W20-5[1]	_	_	_	_	_	_	*[2]	*[6]	Date[14]	*[14]	Day[14]	2016-05-20[14]	
1-5	8-9	-	2016-W20-5[1]	_	_	_	_	_	_	*[2]	*[6]	Date[14]	*[14]	Day[14]	2016-05-20[14]	
1-6	9-11	20	2016-W20-5[1]	_	_	_	_	_	_	*[2]	*[6]	Date[14]	*[14]	Day[14]	2016-05-20[14]	

#Text=¶Сегодня, 20 мая, стало известно о том, что в столицу Башкирии прибыл на форум Геннадий Зюганов, где он также провел встречу с главой республики Рустэмом Хамитовым, на которой они обсудили межнациональную дружбу в республике и равные условия для всех национальностей.
2-1	12-13	¶	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-2	13-20	Сегодня	_	*	Day	D	1	20	*	*[3]	*[7]	Date	*	Day	2016-05-20	
2-3	20-21	,	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-4	22-24	20	_	*	Day	-	-	20	*	*[3]	*[7]	Date[15]	*[15]	Day[15]	2016-05-20[15]	
2-5	25-28	мая	_	*	MonthName	DA	4	05	*	*[3]	*[7]	Date[15]	*[15]	Day[15]	2016-05-20[15]	
2-6	28-29	,	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-7	30-35	стало	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-8	36-44	известно	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-9	45-46	о	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-10	47-50	том	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-11	50-51	,	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-12	52-55	что	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-13	56-57	в	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-14	58-65	столицу	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-15	66-74	Башкирии	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-16	75-81	прибыл	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-17	82-84	на	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-18	85-90	форум	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-19	91-99	Геннадий	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-20	100-107	Зюганов	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-21	107-108	,	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-22	109-112	где	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-23	113-115	он	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-24	116-121	также	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-25	122-128	провел	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-26	129-136	встречу	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-27	137-138	с	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-28	139-145	главой	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-29	146-156	республики	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-30	157-165	Рустэмом	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-31	166-175	Хамитовым	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-32	175-176	,	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-33	177-179	на	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-34	180-187	которой	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-35	188-191	они	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-36	192-200	обсудили	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-37	201-216	межнациональную	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-38	217-223	дружбу	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-39	224-225	в	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-40	226-236	республике	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-41	237-238	и	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
2-42	239-245	равные	_	_	_	_	_	_	_	*[3]	*[7]	_	_	_	_	
