#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2020-06-19
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	
1-2	2-6	2020	2020-W25-5[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[26]	*[26]	Day[26]	2020-06-19[26]	
1-3	6-7	-	2020-W25-5[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[26]	*[26]	Day[26]	2020-06-19[26]	
1-4	7-9	06	2020-W25-5[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[26]	*[26]	Day[26]	2020-06-19[26]	
1-5	9-10	-	2020-W25-5[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[26]	*[26]	Day[26]	2020-06-19[26]	
1-6	10-12	19	2020-W25-5[1]	_	_	_	_	_	_	_	*[5]	*[12]	Date[26]	*[26]	Day[26]	2020-06-19[26]	

#Text=¶Министр объединения в Южной Корее ушел в отставку из-за КНДР
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-2	17-24	Министр	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-3	25-36	объединения	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-4	37-38	в	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-5	39-44	Южной	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-6	45-50	Корее	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-7	51-55	ушел	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-8	56-57	в	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-9	58-66	отставку	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-10	67-72	из-за	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
2-11	73-77	КНДР	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	

#Text=¶Министр объединения Республики Корея Ким Ён Чхоль ушел в отставку на фоне обострившихся отношений с КНДР.
3-1	81-82	¶	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-2	82-89	Министр	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-3	90-101	объединения	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-4	102-112	Республики	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-5	113-118	Корея	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-6	119-122	Ким	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-7	123-125	Ён	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-8	126-131	Чхоль	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-9	132-136	ушел	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-10	137-138	в	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-11	139-147	отставку	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-12	148-150	на	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-13	151-155	фоне	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-14	156-169	обострившихся	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-15	170-179	отношений	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-16	180-181	с	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-17	182-186	КНДР	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
3-18	186-187	.	_	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	

#Text=Об этом сообщает ТАСС.
4-1	188-190	Об	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
4-2	191-195	этом	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
4-3	196-204	сообщает	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
