#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2009-08-04
1-1	0-1	¶	_	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	1-5	2009	2009-W32-2[1]	_	_	_	_	_	_	_	*[5]	*[15]	Date[47]	*[47]	Day[47]	*[47]	_	_	_	_	_	_	_	_	_	
1-3	5-6	-	2009-W32-2[1]	_	_	_	_	_	_	_	*[5]	*[15]	Date[47]	*[47]	Day[47]	*[47]	_	_	_	_	_	_	_	_	_	
1-4	6-8	08	2009-W32-2[1]	_	_	_	_	_	_	_	*[5]	*[15]	Date[47]	*[47]	Day[47]	*[47]	_	_	_	_	_	_	_	_	_	
1-5	8-9	-	2009-W32-2[1]	_	_	_	_	_	_	_	*[5]	*[15]	Date[47]	*[47]	Day[47]	*[47]	_	_	_	_	_	_	_	_	_	
1-6	9-11	04	2009-W32-2[1]	_	_	_	_	_	_	_	*[5]	*[15]	Date[47]	*[47]	Day[47]	*[47]	_	_	_	_	_	_	_	_	_	

#Text=¶Валютный рынок (апрель 2009 года)
2-1	15-16	¶	_	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	16-24	Валютный	_	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	25-30	рынок	_	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	31-32	(	_	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	32-38	апрель	_	_	*	MonthName	-	-	АПРЕЛЬ	*	*[6]	*[16]	Date[48]	*[48]	MonthName[48]	*[48]	_	_	_	_	_	_	_	_	_	
2-6	39-43	2009	_	_	*[3]	Year[3]	-[3]	-[3]	2009[3]	*[3]	*[6]	*[16]	Date[48]	*[48]	MonthName[48]	*[48]	_	_	_	_	_	_	_	_	_	
2-7	44-48	года	_	_	*[3]	Year[3]	-[3]	-[3]	2009[3]	*[3]	*[6]	*[16]	Date[48]	*[48]	MonthName[48]	*[48]	_	_	_	_	_	_	_	_	_	
2-8	48-49	)	_	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶В апреле продолжилась тенденция повышения курса доллара США на внутреннем валютном рынке, что было обусловлено превышением спроса на иностранную валюту со стороны коммерческих банков над его предложением под влиянием сохраняющегося отрицательного сальдо торгового баланса, а также ожиданиями участников рынка, сложившихся в связи с ослаблением национальных валют стран – основных торговых партнеров Кыргызстана.
3-1	54-55	¶	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-2	55-56	В	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-3	57-63	апреле	_	_	*	MonthName	DA	4	АПРЕЛЬ	*	*[7]	*[17]	Date	*	MonthName	*	_	_	_	_	_	_	_	_	_	
3-4	64-76	продолжилась	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-5	77-86	тенденция	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-6	87-96	повышения	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-7	97-102	курса	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-8	103-110	доллара	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-9	111-114	США	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-10	115-117	на	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-11	118-128	внутреннем	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-12	129-137	валютном	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-13	138-143	рынке	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-14	143-144	,	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-15	145-148	что	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-16	149-153	было	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-17	154-165	обусловлено	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-18	166-177	превышением	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-19	178-184	спроса	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-20	185-187	на	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-21	188-199	иностранную	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-22	200-206	валюту	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-23	207-209	со	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-24	210-217	стороны	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-25	218-230	коммерческих	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-26	231-237	банков	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-27	238-241	над	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-28	242-245	его	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-29	246-258	предложением	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-30	259-262	под	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-31	263-271	влиянием	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-32	272-286	сохраняющегося	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-33	287-301	отрицательного	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-34	302-308	сальдо	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-35	309-318	торгового	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-36	319-326	баланса	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-37	326-327	,	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-38	328-329	а	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-39	330-335	также	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-40	336-346	ожиданиями	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-41	347-357	участников	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-42	358-363	рынка	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
