#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Restored|Through|U_Class
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.ShiftExp|Formula
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-03-09
1-1	1-2	¶	_	_	_	_	_	_	_	_	_	_	_	*[3]	_	_	_	_	_	
1-2	2-6	2019	_	_	2019-W10-6[2]	_	_	_	_	_	_	_	_	*[3]	_	*[23]	*[23]	*[23]	*[23]	
1-3	6-7	-	_	_	2019-W10-6[2]	_	_	_	_	_	_	_	_	*[3]	_	*[23]	*[23]	*[23]	*[23]	
1-4	7-9	03	_	_	2019-W10-6[2]	_	_	_	_	_	_	_	_	*[3]	_	*[23]	*[23]	*[23]	*[23]	
1-5	9-10	-	_	_	2019-W10-6[2]	_	_	_	_	_	_	_	_	*[3]	_	*[23]	*[23]	*[23]	*[23]	
1-6	10-12	09	_	_	2019-W10-6[2]	_	_	_	_	_	_	_	_	*[3]	_	*[23]	*[23]	*[23]	*[23]	

#Text=¶Экс-замглавы "Росгеологии" Горрингу предъявили обвинение в особо крупном мошенничестве
2-1	16-17	¶	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-2	17-29	Экс-замглавы	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-3	30-31	"	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-4	31-42	Росгеологии	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-5	42-43	"	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-6	44-52	Горрингу	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-7	53-63	предъявили	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-8	64-73	обвинение	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-9	74-75	в	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-10	76-81	особо	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-11	82-89	крупном	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	
2-12	90-103	мошенничестве	_	_	_	_	_	_	_	_	_	_	_	*[4]	_	_	_	_	_	

#Text=¶По словам адвоката, он проходит по делу восьмилетней давности, которое недавно было возобновлено
3-1	105-106	¶	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-2	106-108	По	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-3	109-115	словам	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-4	116-124	адвоката	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-5	124-125	,	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-6	126-128	он	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-7	129-137	проходит	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-8	138-140	по	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-9	141-145	делу	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-10	146-158	восьмилетней	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-11	159-167	давности	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-12	167-168	,	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
