#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2019-12-30
1-1	1-2	¶	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2019	2019-W01-1[1]	_	_	_	_	_	_	*[4]	*[11]	Date[28]	*[28]	Day[28]	2019-12-30[28]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2019-W01-1[1]	_	_	_	_	_	_	*[4]	*[11]	Date[28]	*[28]	Day[28]	2019-12-30[28]	_	_	_	_	_	_	_	_	_	
1-4	7-9	12	2019-W01-1[1]	_	_	_	_	_	_	*[4]	*[11]	Date[28]	*[28]	Day[28]	2019-12-30[28]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2019-W01-1[1]	_	_	_	_	_	_	*[4]	*[11]	Date[28]	*[28]	Day[28]	2019-12-30[28]	_	_	_	_	_	_	_	_	_	
1-6	10-12	30	2019-W01-1[1]	_	_	_	_	_	_	*[4]	*[11]	Date[28]	*[28]	Day[28]	2019-12-30[28]	_	_	_	_	_	_	_	_	_	

#Text=¶Укрепление гривны принесло Украине «головную боль»
2-1	16-17	¶	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-27	Укрепление	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	28-34	гривны	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	35-43	принесло	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	44-51	Украине	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	52-53	«	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
