#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2020-07-21
1-1	1-2	¶	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2020	2020-W30-2[1]	_	_	_	_	_	_	*[5]	*[13]	Date[25]	*[25]	Day[25]	2020-07-21[25]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2020-W30-2[1]	_	_	_	_	_	_	*[5]	*[13]	Date[25]	*[25]	Day[25]	2020-07-21[25]	_	_	_	_	_	_	_	_	_	
1-4	7-9	07	2020-W30-2[1]	_	_	_	_	_	_	*[5]	*[13]	Date[25]	*[25]	Day[25]	2020-07-21[25]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2020-W30-2[1]	_	_	_	_	_	_	*[5]	*[13]	Date[25]	*[25]	Day[25]	2020-07-21[25]	_	_	_	_	_	_	_	_	_	
1-6	10-12	21	2020-W30-2[1]	_	_	_	_	_	_	*[5]	*[13]	Date[25]	*[25]	Day[25]	2020-07-21[25]	_	_	_	_	_	_	_	_	_	

#Text=¶Белоруссия обвинила Россию в потере 146 миллионов долларов
2-1	16-17	¶	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-27	Белоруссия	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	28-36	обвинила	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
