#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2017-06-06
1-1	1-2	¶	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2017	2017-W23-2[1]	_	_	_	_	_	_	*[3]	*[12]	Date[25]	*[25]	Day[25]	2017-06-06[25]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2017-W23-2[1]	_	_	_	_	_	_	*[3]	*[12]	Date[25]	*[25]	Day[25]	2017-06-06[25]	_	_	_	_	_	_	_	_	_	
1-4	7-9	06	2017-W23-2[1]	_	_	_	_	_	_	*[3]	*[12]	Date[25]	*[25]	Day[25]	2017-06-06[25]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2017-W23-2[1]	_	_	_	_	_	_	*[3]	*[12]	Date[25]	*[25]	Day[25]	2017-06-06[25]	_	_	_	_	_	_	_	_	_	
1-6	10-12	06	2017-W23-2[1]	_	_	_	_	_	_	*[3]	*[12]	Date[25]	*[25]	Day[25]	2017-06-06[25]	_	_	_	_	_	_	_	_	_	

#Text=¶Россия отказалась платить 11 миллионов евро в Совет Европы
2-1	16-17	¶	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-23	Россия	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	24-34	отказалась	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	35-42	платить	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	43-45	11	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	46-55	миллионов	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-7	56-60	евро	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-8	61-62	в	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-9	63-68	Совет	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-10	69-75	Европы	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Россия заблокировала перечисление трети взноса в бюджет Совета Европы (СЕ) в связи с неучастием российской делегации в работе ПАСЕ.
3-1	79-80	¶	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
