#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2016-05-12
1-1	0-1	¶	_	_	_	_	_	_	_	*[2]	*[7]	_	_	_	_	
1-2	1-5	2016	2016-W19-4[1]	_	_	_	_	_	_	*[2]	*[7]	Date[17]	*[17]	Day[17]	2016-05-12[17]	
1-3	5-6	-	2016-W19-4[1]	_	_	_	_	_	_	*[2]	*[7]	Date[17]	*[17]	Day[17]	2016-05-12[17]	
1-4	6-8	05	2016-W19-4[1]	_	_	_	_	_	_	*[2]	*[7]	Date[17]	*[17]	Day[17]	2016-05-12[17]	
1-5	8-9	-	2016-W19-4[1]	_	_	_	_	_	_	*[2]	*[7]	Date[17]	*[17]	Day[17]	2016-05-12[17]	
1-6	9-11	12	2016-W19-4[1]	_	_	_	_	_	_	*[2]	*[7]	Date[17]	*[17]	Day[17]	2016-05-12[17]	

#Text=¶Первый президент Армении Левон Тер-Петросян 12 мая встретился с  послом США Ричардом Милсом по инициативе последнего.
2-1	12-13	¶	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
2-2	13-19	Первый	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
2-3	20-29	президент	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
2-4	30-37	Армении	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
2-5	38-43	Левон	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
2-6	44-56	Тер-Петросян	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
2-7	57-59	12	_	*	Day	-	-	12	*	*[3]	*[8]	Date[18]	*[18]	Day[18]	2016-05-12[18]	
2-8	60-63	мая	_	*	MonthName	DA	4	05	*	*[3]	*[8]	Date[18]	*[18]	Day[18]	2016-05-12[18]	
2-9	64-74	встретился	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
2-10	75-76	с	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
2-11	78-84	послом	_	_	_	_	_	_	_	*[3]	*[8]	_	_	_	_	
