#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-02-19
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	
1-2	2-6	2019	2019-W08-2[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[30]	*[30]	Day[30]	*[30]	
1-3	6-7	-	2019-W08-2[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[30]	*[30]	Day[30]	*[30]	
1-4	7-9	02	2019-W08-2[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[30]	*[30]	Day[30]	*[30]	
1-5	9-10	-	2019-W08-2[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[30]	*[30]	Day[30]	*[30]	
1-6	10-12	19	2019-W08-2[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[30]	*[30]	Day[30]	*[30]	

#Text=¶Семью заявившей о ненужности молодежи экс-чиновницы заподозрили в махинациях
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-2	17-22	Семью	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-3	23-32	заявившей	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-4	33-34	о	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-5	35-45	ненужности	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-6	46-54	молодежи	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-7	55-68	экс-чиновницы	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-8	69-80	заподозрили	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-9	81-82	в	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	
2-10	83-93	махинациях	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	

#Text=¶Свердловское управление Федеральной антимонопольной службы (ФАС) возбудило дело о картельном сговоре в отношении конкурентов компании «Ремстройгаз», которой владеет семья бывшей чиновницы Ольги Глацких, уволившейся после критики за фразу «государство не просило вас рожать».
3-1	97-98	¶	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
