#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2012-08-31
1-1	1-2	¶	_	_	_	_	_	_	_	*[9]	*[18]	_	_	_	_	
1-2	2-6	2012	2012-W35-5[1]	_	_	_	_	_	_	*[9]	*[18]	Date[34]	*[34]	Day[34]	2012-08-31[34]	
1-3	6-7	-	2012-W35-5[1]	_	_	_	_	_	_	*[9]	*[18]	Date[34]	*[34]	Day[34]	2012-08-31[34]	
1-4	7-9	08	2012-W35-5[1]	_	_	_	_	_	_	*[9]	*[18]	Date[34]	*[34]	Day[34]	2012-08-31[34]	
1-5	9-10	-	2012-W35-5[1]	_	_	_	_	_	_	*[9]	*[18]	Date[34]	*[34]	Day[34]	2012-08-31[34]	
1-6	10-12	31	2012-W35-5[1]	_	_	_	_	_	_	*[9]	*[18]	Date[34]	*[34]	Day[34]	2012-08-31[34]	

#Text=¶В 2013 г. свердловские муниципалитеты смогут получить дополнительные доходы
2-1	16-17	¶	_	_	_	_	_	_	_	*[10]	*[19]	_	_	_	_	
2-2	17-18	В	_	_	_	_	_	_	_	*[10]	*[19]	_	_	_	_	
2-3	19-23	2013	_	*[2]	Year[2]	-[2]	-[2]	2013[2]	*[2]	*[10]	*[19]	Date[35]	*[35]	Year[35]	2013[35]	
2-4	24-25	г	_	*[2]	Year[2]	-[2]	-[2]	2013[2]	*[2]	*[10]	*[19]	Date[35]	*[35]	Year[35]	2013[35]	
2-5	25-26	.	_	*[2]	Year[2]	-[2]	-[2]	2013[2]	*[2]	*[10]	*[19]	Date[35]	*[35]	Year[35]	2013[35]	
2-6	27-39	свердловские	_	_	_	_	_	_	_	*[10]	*[19]	_	_	_	_	
2-7	40-54	муниципалитеты	_	_	_	_	_	_	_	*[10]	*[19]	_	_	_	_	
2-8	55-61	смогут	_	_	_	_	_	_	_	*[10]	*[19]	_	_	_	_	
2-9	62-70	получить	_	_	_	_	_	_	_	*[10]	*[19]	_	_	_	_	
2-10	71-85	дополнительные	_	_	_	_	_	_	_	*[10]	*[19]	_	_	_	_	
2-11	86-92	доходы	_	_	_	_	_	_	_	*[10]	*[19]	_	_	_	_	

#Text=¶C 1 января 2013 года в Свердловской области единый сельскохозяйственный налог будет зачисляться в местные бюджеты по нормативу 100% (вместо 70% в 2012 году).
3-1	96-97	¶	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-2	97-98	C	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-3	99-100	1	_	*	Day	-	-	1	*	*[11]	*[20]	Date[36]	*[36]	Day[36]	2013-01-01[36]	
3-4	101-107	января	_	*	MonthName	-	-	01	*	*[11]	*[20]	Date[36]	*[36]	Day[36]	2013-01-01[36]	
3-5	108-112	2013	_	*[3]	Year[3]	-[3]	-[3]	2013[3]	*[3]	*[11]	*[20]	Date[36]	*[36]	Day[36]	2013-01-01[36]	
3-6	113-117	года	_	*[3]	Year[3]	-[3]	-[3]	2013[3]	*[3]	*[11]	*[20]	Date[36]	*[36]	Day[36]	2013-01-01[36]	
3-7	118-119	в	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-8	120-132	Свердловской	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-9	133-140	области	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-10	141-147	единый	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-11	148-168	сельскохозяйственный	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-12	169-174	налог	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-13	175-180	будет	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-14	181-192	зачисляться	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-15	193-194	в	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-16	195-202	местные	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-17	203-210	бюджеты	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
3-18	211-213	по	_	_	_	_	_	_	_	*[11]	*[20]	_	_	_	_	
