#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2019-02-20
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[4]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2019	2019-W08-3[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[27]	*[27]	Day[27]	*[27]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2019-W08-3[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[27]	*[27]	Day[27]	*[27]	_	_	_	_	_	_	_	_	_	
1-4	7-9	02	2019-W08-3[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[27]	*[27]	Day[27]	*[27]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2019-W08-3[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[27]	*[27]	Day[27]	*[27]	_	_	_	_	_	_	_	_	_	
1-6	10-12	20	2019-W08-3[1]	_	_	_	_	_	_	_	*[4]	*[12]	Date[27]	*[27]	Day[27]	*[27]	_	_	_	_	_	_	_	_	_	

#Text=¶Партнер Роналду перенес операцию на сердце
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-24	Партнер	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	25-32	Роналду	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	33-40	перенес	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	41-49	операцию	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	50-52	на	_	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
