#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2018-12-19
1-1	1-2	¶	_	_	_	_	_	_	_	*[2]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2018	2018-W51-3[1]	_	_	_	_	_	_	*[2]	*[11]	Date[23]	*[23]	Day[23]	2018-12-19[23]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2018-W51-3[1]	_	_	_	_	_	_	*[2]	*[11]	Date[23]	*[23]	Day[23]	2018-12-19[23]	_	_	_	_	_	_	_	_	_	
1-4	7-9	12	2018-W51-3[1]	_	_	_	_	_	_	*[2]	*[11]	Date[23]	*[23]	Day[23]	2018-12-19[23]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2018-W51-3[1]	_	_	_	_	_	_	*[2]	*[11]	Date[23]	*[23]	Day[23]	2018-12-19[23]	_	_	_	_	_	_	_	_	_	
1-6	10-12	19	2018-W51-3[1]	_	_	_	_	_	_	*[2]	*[11]	Date[23]	*[23]	Day[23]	2018-12-19[23]	_	_	_	_	_	_	_	_	_	

#Text=¶Рубль снова просел
2-1	16-17	¶	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-22	Рубль	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	23-28	снова	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	29-35	просел	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Российская валюта по итогам торгов на Московской бирже снова просела.
3-1	39-40	¶	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-2	40-50	Российская	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-3	51-57	валюта	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-4	58-60	по	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-5	61-67	итогам	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-6	68-74	торгов	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-7	75-77	на	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-8	78-88	Московской	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-9	89-94	бирже	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-10	95-100	снова	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-11	101-108	просела	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-12	108-109	.	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Об этом свидетельствуют данные торгов.
4-1	110-112	Об	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-2	113-117	этом	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-3	118-133	свидетельствуют	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-4	134-140	данные	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-5	141-147	торгов	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-6	147-148	.	_	_	_	_	_	_	_	*[4]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶К концу торговой сессии курс евро поднялся на 0,91 процента до 77,12 рубля, курс доллара вырос на 0,39 процента и составил 67,54 рубля.
5-1	152-153	¶	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-2	153-154	К	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-3	155-160	концу	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-4	161-169	торговой	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-5	170-176	сессии	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-6	177-181	курс	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-7	182-186	евро	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-8	187-195	поднялся	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-9	196-198	на	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-10	199-200	0	_	_	_	_	_	_	_	*[5]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
