#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2019-03-07
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[25]	*[80]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2019	2019-W10-4[1]	_	_	_	_	_	_	_	*[25]	*[80]	Date[273]	*[273]	Day[273]	2019-03-07[273]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2019-W10-4[1]	_	_	_	_	_	_	_	*[25]	*[80]	Date[273]	*[273]	Day[273]	2019-03-07[273]	_	_	_	_	_	_	_	_	_	
1-4	7-9	03	2019-W10-4[1]	_	_	_	_	_	_	_	*[25]	*[80]	Date[273]	*[273]	Day[273]	2019-03-07[273]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2019-W10-4[1]	_	_	_	_	_	_	_	*[25]	*[80]	Date[273]	*[273]	Day[273]	2019-03-07[273]	_	_	_	_	_	_	_	_	_	
1-6	10-12	07	2019-W10-4[1]	_	_	_	_	_	_	_	*[25]	*[80]	Date[273]	*[273]	Day[273]	2019-03-07[273]	_	_	_	_	_	_	_	_	_	

#Text=¶Экс-главу Нижнего Новгорода Сорокина несправедливо приговорили
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[26]	*[81]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-26	Экс-главу	_	_	_	_	_	_	_	_	*[26]	*[81]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	27-34	Нижнего	_	_	_	_	_	_	_	_	*[26]	*[81]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	35-44	Новгорода	_	_	_	_	_	_	_	_	*[26]	*[81]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	45-53	Сорокина	_	_	_	_	_	_	_	_	*[26]	*[81]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	54-67	несправедливо	_	_	_	_	_	_	_	_	*[26]	*[81]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-7	68-79	приговорили	_	_	_	_	_	_	_	_	*[26]	*[81]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Эксперты отмечают многочисленные нарушения в процессе
3-1	83-84	¶	_	_	_	_	_	_	_	_	*[27]	*[82]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-2	84-92	Эксперты	_	_	_	_	_	_	_	_	*[27]	*[82]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-3	93-101	отмечают	_	_	_	_	_	_	_	_	*[27]	*[82]	_	_	_	_	_	_	_	_	_	_	_	_	_	
