#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2019-03-24
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[5]	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2019	2019-W12-7[1]	_	_	_	_	_	_	_	*[5]	*[10]	Date[18]	*[18]	Day[18]	*[18]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2019-W12-7[1]	_	_	_	_	_	_	_	*[5]	*[10]	Date[18]	*[18]	Day[18]	*[18]	_	_	_	_	_	_	_	_	_	
1-4	7-9	03	2019-W12-7[1]	_	_	_	_	_	_	_	*[5]	*[10]	Date[18]	*[18]	Day[18]	*[18]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2019-W12-7[1]	_	_	_	_	_	_	_	*[5]	*[10]	Date[18]	*[18]	Day[18]	*[18]	_	_	_	_	_	_	_	_	_	
1-6	10-12	24	2019-W12-7[1]	_	_	_	_	_	_	_	*[5]	*[10]	Date[18]	*[18]	Day[18]	*[18]	_	_	_	_	_	_	_	_	_	

#Text=¶Красноярца, попавшего за решетку из-за интервью на митинге, выпустят
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-27	Красноярца	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	27-28	,	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	29-38	попавшего	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	39-41	за	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	42-49	решетку	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-7	50-55	из-за	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-8	56-64	интервью	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-9	65-67	на	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-10	68-75	митинге	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-11	75-76	,	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-12	77-85	выпустят	_	_	_	_	_	_	_	_	*[6]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Александра Соложенко арестовали на 20 суток.
3-1	90-91	¶	_	_	_	_	_	_	_	_	*[7]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
