#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-03-06
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
1-2	2-6	2019	2019-W10-3[1]	_	_	_	_	_	_	_	*[9]	*[23]	Date[58]	*[58]	Day[58]	2019-03-06[58]	
1-3	6-7	-	2019-W10-3[1]	_	_	_	_	_	_	_	*[9]	*[23]	Date[58]	*[58]	Day[58]	2019-03-06[58]	
1-4	7-9	03	2019-W10-3[1]	_	_	_	_	_	_	_	*[9]	*[23]	Date[58]	*[58]	Day[58]	2019-03-06[58]	
1-5	9-10	-	2019-W10-3[1]	_	_	_	_	_	_	_	*[9]	*[23]	Date[58]	*[58]	Day[58]	2019-03-06[58]	
1-6	10-12	06	2019-W10-3[1]	_	_	_	_	_	_	_	*[9]	*[23]	Date[58]	*[58]	Day[58]	2019-03-06[58]	

#Text=¶Четверть века назад Севастополь мог стать столицей Крыма
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
2-2	17-25	Четверть	_	P???[2]	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
2-3	26-30	века	_	P???[2]	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
2-4	31-36	назад	_	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
2-5	37-48	Севастополь	_	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
2-6	49-52	мог	_	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
2-7	53-58	стать	_	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
2-8	59-67	столицей	_	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
2-9	68-73	Крыма	_	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	

#Text=¶Довести идею до ума пытались несколько раз, но в итоге потерпели фиаско.
3-1	77-78	¶	_	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
3-2	78-85	Довести	_	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
3-3	86-90	идею	_	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
