#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2020-06-14
1-1	1-2	¶	_	_	_	_	_	_	_	*[3]	*[10]	_	_	_	_	
1-2	2-6	2020	2020-W24-7[1]	_	_	_	_	_	_	*[3]	*[10]	Date[22]	*[22]	Day[22]	2020-06-14[22]	
1-3	6-7	-	2020-W24-7[1]	_	_	_	_	_	_	*[3]	*[10]	Date[22]	*[22]	Day[22]	2020-06-14[22]	
1-4	7-9	06	2020-W24-7[1]	_	_	_	_	_	_	*[3]	*[10]	Date[22]	*[22]	Day[22]	2020-06-14[22]	
1-5	9-10	-	2020-W24-7[1]	_	_	_	_	_	_	*[3]	*[10]	Date[22]	*[22]	Day[22]	2020-06-14[22]	
1-6	10-12	14	2020-W24-7[1]	_	_	_	_	_	_	*[3]	*[10]	Date[22]	*[22]	Day[22]	2020-06-14[22]	

#Text=¶В ДНР отменили режим полной боеготовности
2-1	16-17	¶	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	
2-2	17-18	В	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	
2-3	19-22	ДНР	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	
2-4	23-31	отменили	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	
2-5	32-37	режим	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	
2-6	38-44	полной	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	
2-7	45-58	боеготовности	_	_	_	_	_	_	_	*[4]	*[11]	_	_	_	_	

#Text=¶Глава самопровозглашенной Донецкой народной республики (ДНР) Денис Пушилин отменил введенный ранее режим полной боеготовности.
3-1	62-63	¶	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	
3-2	63-68	Глава	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	
3-3	69-88	самопровозглашенной	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	
3-4	89-97	Донецкой	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	
3-5	98-106	народной	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	
