#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2020-04-17
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[2]	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	2-6	2020	2020-W16-5[1]	_	_	_	_	_	_	_	*[2]	*[11]	Date[22]	*[22]	Day[22]	2020-04-17[22]	_	_	_	_	_	_	_	_	_	
1-3	6-7	-	2020-W16-5[1]	_	_	_	_	_	_	_	*[2]	*[11]	Date[22]	*[22]	Day[22]	2020-04-17[22]	_	_	_	_	_	_	_	_	_	
1-4	7-9	04	2020-W16-5[1]	_	_	_	_	_	_	_	*[2]	*[11]	Date[22]	*[22]	Day[22]	2020-04-17[22]	_	_	_	_	_	_	_	_	_	
1-5	9-10	-	2020-W16-5[1]	_	_	_	_	_	_	_	*[2]	*[11]	Date[22]	*[22]	Day[22]	2020-04-17[22]	_	_	_	_	_	_	_	_	_	
1-6	10-12	17	2020-W16-5[1]	_	_	_	_	_	_	_	*[2]	*[11]	Date[22]	*[22]	Day[22]	2020-04-17[22]	_	_	_	_	_	_	_	_	_	

#Text=¶Россия и Саудовская Аравия приготовились к новым действиям по нефти
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	17-23	Россия	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	24-25	и	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	26-36	Саудовская	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	37-43	Аравия	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	44-57	приготовились	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-7	58-59	к	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-8	60-65	новым	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-9	66-75	действиям	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-10	76-78	по	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-11	79-84	нефти	_	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Россия и Саудовская Аравия дали понять, что готовы к дальнейшему сокращению добычи нефти на фоне продолжающегося падения стоимости сырья, пишет Bloomberg.
3-1	88-89	¶	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-2	89-95	Россия	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-3	96-97	и	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-4	98-108	Саудовская	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-5	109-115	Аравия	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-6	116-120	дали	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-7	121-127	понять	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-8	127-128	,	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-9	129-132	что	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-10	133-139	готовы	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-11	140-141	к	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-12	142-153	дальнейшему	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-13	154-164	сокращению	_	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
