#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2020-08-03
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
1-2	2-6	2020	2020-W32-1[1]	_	_	_	_	_	_	_	*[7]	*[16]	Date[32]	*[32]	Day[32]	2020-08-03[32]	
1-3	6-7	-	2020-W32-1[1]	_	_	_	_	_	_	_	*[7]	*[16]	Date[32]	*[32]	Day[32]	2020-08-03[32]	
1-4	7-9	08	2020-W32-1[1]	_	_	_	_	_	_	_	*[7]	*[16]	Date[32]	*[32]	Day[32]	2020-08-03[32]	
1-5	9-10	-	2020-W32-1[1]	_	_	_	_	_	_	_	*[7]	*[16]	Date[32]	*[32]	Day[32]	2020-08-03[32]	
1-6	10-12	03	2020-W32-1[1]	_	_	_	_	_	_	_	*[7]	*[16]	Date[32]	*[32]	Day[32]	2020-08-03[32]	

#Text=¶Путин повысил следователя по делу о сгоревшем в аэропорту Шереметьево SSJ-100
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-2	17-22	Путин	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-3	23-30	повысил	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-4	31-42	следователя	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-5	43-45	по	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-6	46-50	делу	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-7	51-52	о	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-8	53-62	сгоревшем	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-9	63-64	в	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-10	65-74	аэропорту	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-11	75-86	Шереметьево	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-12	87-90	SSJ	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-13	90-91	-	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
2-14	91-94	100	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	

#Text=¶Президент России Владимир Путин назначил заместителем председателя Следственного комитета России генерал-майора юстиции Николая Ущаповского.
