#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2016-05-12
1-1	0-1	¶	_	_	_	_	_	_	_	*[9]	*[17]	_	_	_	_	
1-2	1-5	2016	2016-W19-4[1]	_	_	_	_	_	_	*[9]	*[17]	Date[33]	*[33]	Day[33]	2016-05-12[33]	
1-3	5-6	-	2016-W19-4[1]	_	_	_	_	_	_	*[9]	*[17]	Date[33]	*[33]	Day[33]	2016-05-12[33]	
1-4	6-8	05	2016-W19-4[1]	_	_	_	_	_	_	*[9]	*[17]	Date[33]	*[33]	Day[33]	2016-05-12[33]	
1-5	8-9	-	2016-W19-4[1]	_	_	_	_	_	_	*[9]	*[17]	Date[33]	*[33]	Day[33]	2016-05-12[33]	
1-6	9-11	12	2016-W19-4[1]	_	_	_	_	_	_	*[9]	*[17]	Date[33]	*[33]	Day[33]	2016-05-12[33]	

#Text=¶Главы правительств России и Белоруссии обсудили 12 мая в Могилёве вопросы экономического сотрудничества, отметив рост объёма взаимной торговли в физическом выражении при снижении его стоимостных показателей.
2-1	12-13	¶	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-2	13-18	Главы	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-3	19-31	правительств	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-4	32-38	России	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-5	39-40	и	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-6	41-51	Белоруссии	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-7	52-60	обсудили	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-8	61-63	12	_	*	Day	-	-	12	*	*[10]	*[18]	Date[34]	*[34]	Day[34]	2016-05-12[34]	
2-9	64-67	мая	_	*	MonthName	DA	4	05	*	*[10]	*[18]	Date[34]	*[34]	Day[34]	2016-05-12[34]	
2-10	68-69	в	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-11	70-78	Могилёве	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-12	79-86	вопросы	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-13	87-101	экономического	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-14	102-116	сотрудничества	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-15	116-117	,	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-16	118-125	отметив	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-17	126-130	рост	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-18	131-137	объёма	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-19	138-146	взаимной	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-20	147-155	торговли	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-21	156-157	в	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-22	158-168	физическом	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-23	169-178	выражении	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-24	179-182	при	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-25	183-191	снижении	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-26	192-195	его	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-27	196-207	стоимостных	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-28	208-219	показателей	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	
2-29	219-220	.	_	_	_	_	_	_	_	*[10]	*[18]	_	_	_	_	

#Text=¶МИНСК, 12 Мая 2016, 16:49 — REGNUM  Премьер-министры России и Белоруссии Дмитрий Медведев и Андрей Кобяков обсудили проблематику двустороннего товарооборота, а также ряд других вопросов, акцентировав внимание на торгово-экономическом сотрудничестве с учётом кризиса и снижения деловой активности как в России, так и в Белоруссии, сообщает корреспондент ИА REGNUM.
3-1	221-222	¶	_	_	_	_	_	_	_	*[11]	*[19]	_	_	_	_	
3-2	222-227	МИНСК	_	_	_	_	_	_	_	*[11]	*[19]	_	_	_	_	
3-3	227-228	,	_	_	_	_	_	_	_	*[11]	*[19]	_	_	_	_	
3-4	229-231	12	_	*	Day	-	-	12	*	*[11]	*[19]	Date[35]	*[35]	Day[35]	2016-05-12[35]	
3-5	232-235	Мая	_	*	MonthName	-	-	05	*	*[11]	*[19]	Date[35]	*[35]	Day[35]	2016-05-12[35]	
3-6	236-240	2016	_	*	Year	-	-	2016	*	*[11]	*[19]	Date[35]	*[35]	Day[35]	2016-05-12[35]	
3-7	240-241	,	_	_	_	_	_	_	_	*[11]	*[19]	_	_	_	_	
