#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2016-05-12
1-1	0-1	¶	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
1-2	1-5	2016	2016-W19-4[1]	_	_	_	_	_	_	*[5]	*[12]	Date[20]	*[20]	Day[20]	2016-05-12[20]	_	_	_	_	_	_	_	_	_	
1-3	5-6	-	2016-W19-4[1]	_	_	_	_	_	_	*[5]	*[12]	Date[20]	*[20]	Day[20]	2016-05-12[20]	_	_	_	_	_	_	_	_	_	
1-4	6-8	05	2016-W19-4[1]	_	_	_	_	_	_	*[5]	*[12]	Date[20]	*[20]	Day[20]	2016-05-12[20]	_	_	_	_	_	_	_	_	_	
1-5	8-9	-	2016-W19-4[1]	_	_	_	_	_	_	*[5]	*[12]	Date[20]	*[20]	Day[20]	2016-05-12[20]	_	_	_	_	_	_	_	_	_	
1-6	9-11	12	2016-W19-4[1]	_	_	_	_	_	_	*[5]	*[12]	Date[20]	*[20]	Day[20]	2016-05-12[20]	_	_	_	_	_	_	_	_	_	

#Text=¶В Вашингтоне состоялась встреча кандидата на пост президента США Дональда Трампа с одним из самых влиятельных республиканцев, председателем Палаты представителей Конгресса Полом Райаном.
2-1	12-13	¶	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-2	13-14	В	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-3	15-25	Вашингтоне	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-4	26-36	состоялась	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-5	37-44	встреча	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-6	45-54	кандидата	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-7	55-57	на	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-8	58-62	пост	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-9	63-73	президента	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-10	74-77	США	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-11	78-86	Дональда	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-12	87-93	Трампа	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-13	94-95	с	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-14	96-101	одним	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-15	102-104	из	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
