#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-02-22
1-1	1-2	¶	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
1-2	2-6	2019	2019-W08-5[1]	_	_	_	_	_	_	*[6]	*[13]	Date[28]	*[28]	Day[28]	*[28]	
1-3	6-7	-	2019-W08-5[1]	_	_	_	_	_	_	*[6]	*[13]	Date[28]	*[28]	Day[28]	*[28]	
1-4	7-9	02	2019-W08-5[1]	_	_	_	_	_	_	*[6]	*[13]	Date[28]	*[28]	Day[28]	*[28]	
1-5	9-10	-	2019-W08-5[1]	_	_	_	_	_	_	*[6]	*[13]	Date[28]	*[28]	Day[28]	*[28]	
1-6	10-12	22	2019-W08-5[1]	_	_	_	_	_	_	*[6]	*[13]	Date[28]	*[28]	Day[28]	*[28]	

#Text=¶В Воронеже приступили к сносу «дома-убийцы»
2-1	16-17	¶	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
2-2	17-18	В	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
2-3	19-27	Воронеже	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
2-4	28-38	приступили	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
2-5	39-40	к	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
2-6	41-46	сносу	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
2-7	47-48	«	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
2-8	48-59	дома-убийцы	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	
2-9	59-60	»	_	_	_	_	_	_	_	*[7]	*[14]	_	_	_	_	

#Text=¶Кажется, это финал для легендарной пятиэтажки.
3-1	64-65	¶	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	
3-2	65-72	Кажется	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	
3-3	72-73	,	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	
3-4	74-77	это	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	
3-5	78-83	финал	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	
3-6	84-87	для	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	
3-7	88-99	легендарной	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	
3-8	100-110	пятиэтажки	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	
3-9	110-111	.	_	_	_	_	_	_	_	*[8]	*[15]	_	_	_	_	

#Text=Дом, построенный в 30-х годах прошлого века, начали разбирать с внутренней стороны.
4-1	112-115	Дом	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-2	115-116	,	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-3	117-128	построенный	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-4	129-130	в	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-5	131-133	30	_	*[2]	YearsX0[2]	-[2]	-[2]	30[2]	*[2]	*[8]	*[16]	Date[29]	*[29]	YearsX0[29]	*[29]	
4-6	133-134	-	_	*[2]	YearsX0[2]	-[2]	-[2]	30[2]	*[2]	*[8]	*[16]	Date[29]	*[29]	YearsX0[29]	*[29]	
4-7	134-135	х	_	*[2]	YearsX0[2]	-[2]	-[2]	30[2]	*[2]	*[8]	*[16]	Date[29]	*[29]	YearsX0[29]	*[29]	
4-8	136-141	годах	_	*[2]	YearsX0[2]	-[2]	-[2]	30[2]	*[2]	*[8]	*[16]	Date[29]	*[29]	YearsX0[29]	*[29]	
4-9	142-150	прошлого	_	*[3]	Century[3]	D[3]	1[3]	*[3]	*[3]	*[8]	*[16]	Date[29]	*[29]	YearsX0[29]	*[29]	
4-10	151-155	века	_	*[3]	Century[3]	D[3]	1[3]	*[3]	*[3]	*[8]	*[16]	Date[29]	*[29]	YearsX0[29]	*[29]	
4-11	155-156	,	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-12	157-163	начали	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-13	164-173	разбирать	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-14	174-175	с	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-15	176-186	внутренней	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
4-16	187-194	стороны	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
