#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2020-09-05
1-1	1-2	¶	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
1-2	2-6	2020	2020-W36-6[1]	_	_	_	_	_	_	_	*[6]	*[14]	Date[29]	*[29]	Day[29]	2020-09-05[29]	
1-3	6-7	-	2020-W36-6[1]	_	_	_	_	_	_	_	*[6]	*[14]	Date[29]	*[29]	Day[29]	2020-09-05[29]	
1-4	7-9	09	2020-W36-6[1]	_	_	_	_	_	_	_	*[6]	*[14]	Date[29]	*[29]	Day[29]	2020-09-05[29]	
1-5	9-10	-	2020-W36-6[1]	_	_	_	_	_	_	_	*[6]	*[14]	Date[29]	*[29]	Day[29]	2020-09-05[29]	
1-6	10-12	05	2020-W36-6[1]	_	_	_	_	_	_	_	*[6]	*[14]	Date[29]	*[29]	Day[29]	2020-09-05[29]	

#Text=¶Жерар Депардье стал православным
2-1	16-17	¶	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
2-2	17-22	Жерар	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
2-3	23-31	Депардье	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
2-4	32-36	стал	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	
2-5	37-49	православным	_	_	_	_	_	_	_	_	*[7]	*[15]	_	_	_	_	

#Text=¶Французский актер Жерар Депардье стал православным.
3-1	53-54	¶	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
3-2	54-65	Французский	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
3-3	66-71	актер	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
3-4	72-77	Жерар	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
3-5	78-86	Депардье	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
3-6	87-91	стал	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
3-7	92-104	православным	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	
3-8	104-105	.	_	_	_	_	_	_	_	_	*[8]	*[16]	_	_	_	_	

#Text=Об этом сообщает Sputnik France.
4-1	106-108	Об	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
4-2	109-113	этом	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
4-3	114-122	сообщает	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
4-4	123-130	Sputnik	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
4-5	131-137	France	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	
4-6	137-138	.	_	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	

#Text=¶Артист был крещен 4 сентября в Париже.
5-1	142-143	¶	_	_	_	_	_	_	_	_	*[9]	*[18]	_	_	_	_	
