#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2020-06-15
1-1	1-2	¶	_	_	_	_	_	_	_	*[3]	*[12]	_	_	_	_	
1-2	2-6	2020	2020-W25-1[1]	_	_	_	_	_	_	*[3]	*[12]	Date[24]	*[24]	Day[24]	2020-06-15[24]	
1-3	6-7	-	2020-W25-1[1]	_	_	_	_	_	_	*[3]	*[12]	Date[24]	*[24]	Day[24]	2020-06-15[24]	
1-4	7-9	06	2020-W25-1[1]	_	_	_	_	_	_	*[3]	*[12]	Date[24]	*[24]	Day[24]	2020-06-15[24]	
1-5	9-10	-	2020-W25-1[1]	_	_	_	_	_	_	*[3]	*[12]	Date[24]	*[24]	Day[24]	2020-06-15[24]	
1-6	10-12	15	2020-W25-1[1]	_	_	_	_	_	_	*[3]	*[12]	Date[24]	*[24]	Day[24]	2020-06-15[24]	

#Text=¶Курс доллара взлетел
2-1	16-17	¶	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	
2-2	17-21	Курс	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	
2-3	22-29	доллара	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	
2-4	30-37	взлетел	_	_	_	_	_	_	_	*[4]	*[13]	_	_	_	_	

#Text=¶В начале торгов на Московской бирже курс доллара взлетел и обновил максимум по отношению к рублю с начала месяца, свидетельствуют данные площадки.
3-1	41-42	¶	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-2	42-43	В	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-3	44-50	начале	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-4	51-57	торгов	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-5	58-60	на	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-6	61-71	Московской	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-7	72-77	бирже	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-8	78-82	курс	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-9	83-90	доллара	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-10	91-98	взлетел	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-11	99-100	и	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-12	101-108	обновил	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-13	109-117	максимум	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-14	118-120	по	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-15	121-130	отношению	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-16	131-132	к	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-17	133-138	рублю	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-18	139-140	с	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-19	141-147	начала	_	*	Phase	*	*	START	*	*[5]	*[14]	Date[25]	*[25]	Month[25]	2020-06-START[25]	
3-20	148-154	месяца	_	*	Month	DA	6	06	*	*[5]	*[14]	Date[25]	*[25]	Month[25]	2020-06-START[25]	
3-21	154-155	,	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-22	156-171	свидетельствуют	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-23	172-178	данные	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-24	179-187	площадки	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	
3-25	187-188	.	_	_	_	_	_	_	_	*[5]	*[14]	_	_	_	_	

#Text=¶По состоянию на 10:10 по московскому времени он стоит 70,48 рубля, в последний раз на таких уровнях доллар находился 29 мая.
4-1	192-193	¶	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-2	193-195	По	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-3	196-205	состоянию	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-4	206-208	на	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-5	209-211	10	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-6	211-212	:	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-7	212-214	10	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-8	215-217	по	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-9	218-229	московскому	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-10	230-237	времени	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-11	238-240	он	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-12	241-246	стоит	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-13	247-249	70	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-14	249-250	,	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-15	250-252	48	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-16	253-258	рубля	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-17	258-259	,	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-18	260-261	в	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-19	262-271	последний	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-20	272-275	раз	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-21	276-278	на	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-22	279-284	таких	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-23	285-292	уровнях	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-24	293-299	доллар	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-25	300-309	находился	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
4-26	310-312	29	_	*	Day	-	-	29	*	*[6]	*[15]	Date[26]	*[26]	Day[26]	2020-05-29[26]	
4-27	313-316	мая	_	*	MonthName	DA	4	05	*	*[6]	*[15]	Date[26]	*[26]	Day[26]	2020-05-29[26]	
4-28	316-317	.	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	

#Text=При этом евро по отношению к российской валюте падает — 79,2 рубля.
5-1	318-321	При	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-2	322-326	этом	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-3	327-331	евро	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-4	332-334	по	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-5	335-344	отношению	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-6	345-346	к	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-7	347-357	российской	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-8	358-364	валюте	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-9	365-371	падает	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
5-10	372-373	—	_	_	_	_	_	_	_	*[6]	*[16]	_	_	_	_	
